,PC.name,State.name,Candidate.Name,Candidate.Sex,Candidate.Category,Candidate.Age,Party.Abbreviation,Total.Votes.Polled,Position,Total.voters,Total_Electors,TOT_CONTESTANT,POLL.PERCENTAGE,Total.Persons,Total.HinduPersons,Total.Muslim.Persons,Sex.Ratio..per.1000.,Average.Literacy,Incumbency,Education,Total.Assets,Women,Winner,Criminal.Case,SeriousCrime
134,Banda,Uttar Pradesh,PARASHU RAM NISHAD,M,GEN,45,AD,6861,7,619793,1386265,15,44.7095613,1799410,1637549,157612,863,66.67,0,Graduate Professional,3350000,0,0,0,0
135,Banda,Uttar Pradesh,ASHOK KUMAR,M,GEN,40,IJP,4229,9,619793,1386265,15,44.7095613,1799410,1637549,157612,863,66.67,0,Graduate Professional,6700000,0,0,1,1
137,Banda,Uttar Pradesh,ANAND,M,GEN,45,UCPI,1713,14,619793,1386265,15,44.7095613,1799410,1637549,157612,863,66.67,0,Graduate Professional,1280000,0,0,0,0
138,Bansgaon,Uttar Pradesh,KAMLESH PASWAN,M,SC,33,BJP,223011,1,649971,1663648,15,39.06902181,4440895,4009037,403847,950,70.83,0,12th Pass,1768000,0,1,0,0
139,Bansgaon,Uttar Pradesh,SHREE NATH JI,M,SC,58,BSP,170224,2,649971,1663648,15,39.06902181,4440895,4009037,403847,950,70.83,0,Post Graduate,5335779,0,0,0,0
140,Bansgaon,Uttar Pradesh,SHARADA DEVI,F,SC,59,SP,113170,3,649971,1663648,15,39.06902181,4440895,4009037,403847,950,70.83,0,Not Given,6043133,1,0,1,0
141,Bansgaon,Uttar Pradesh,MAHA BEER PRASAD,M,SC,66,INC,76432,4,649971,1663648,15,39.06902181,4440895,4009037,403847,950,70.83,1,Post Graduate,11323938,0,0,1,1
142,Bansgaon,Uttar Pradesh,RAMA SHANKER,M,SC,37,PECP,17792,5,649971,1663648,15,39.06902181,4440895,4009037,403847,950,70.83,0,10th Pass,35000,0,0,0,0
143,Bansgaon,Uttar Pradesh,RAM PRAVESH PRASAD,M,SC,37,EKSP,5308,8,649971,1663648,15,39.06902181,4440895,4009037,403847,950,70.83,0,8th Pass,220000,0,0,0,0
144,Bansgaon,Uttar Pradesh,CHANDRIKA,M,SC,29,RJPK,4333,11,649971,1663648,15,39.06902181,4440895,4009037,403847,950,70.83,0,Post Graduate,228000,0,0,0,0
145,Bansgaon,Uttar Pradesh,HARILAL,M,SC,32,BUM,3011,14,649971,1663648,15,39.06902181,4440895,4009037,403847,950,70.83,0,8th Pass,113000,0,0,1,0
146,Barabanki,Uttar Pradesh,P.L.PUNIA,M,SC,64,INC,328418,1,743567,1422218,15,52.2822099,3260699,2505444,737106,910,61.75,0,Doctorate,14047833,0,1,0,0
147,Barabanki,Uttar Pradesh,RAM SAGAR,M,SC,62,SP,160505,2,743567,1422218,15,52.2822099,3260699,2505444,737106,910,61.75,0,10th Pass,4195352,0,0,0,0
148,Barabanki,Uttar Pradesh,KAMALA PRASAD RAWAT,M,SC,47,BSP,159837,3,743567,1422218,15,52.2822099,3260699,2505444,737106,910,61.75,1,Graduate,18931099,0,0,0,0
149,Barabanki,Uttar Pradesh,RAM NARESH RAWAT,M,SC,44,BJP,47660,4,743567,1422218,15,52.2822099,3260699,2505444,737106,910,61.75,0,Post Graduate,13721443,0,0,0,0
150,Barabanki,Uttar Pradesh,JEEVAN,M,SC,26,JPS,4036,8,743567,1422218,15,52.2822099,3260699,2505444,737106,910,61.75,0,12th Pass,511300,0,0,0,0
151,Barabanki,Uttar Pradesh,SANTRAM,M,SC,40,NBNP,1812,12,743567,1422218,15,52.2822099,3260699,2505444,737106,910,61.75,0,8th Pass,810000,0,0,0,0
152,Barabanki,Uttar Pradesh,DESHRAJ,M,SC,49,BSRD,1595,13,743567,1422218,15,52.2822099,3260699,2505444,737106,910,61.75,0,10th Pass,27000,0,0,0,0
153,Barabanki,Uttar Pradesh,BHAGAUTI,M,SC,54,AD,1422,14,743567,1422218,15,52.2822099,3260699,2505444,737106,910,61.75,0,5th Pass,100,0,0,0,0
154,Barabanki,Uttar Pradesh,BABADEEN,M,SC,49,BRPP,1411,15,743567,1422218,15,52.2822099,3260699,2505444,737106,910,61.75,0,5th Pass,1120000,0,0,0,0
155,Bareilly,Uttar Pradesh,PRAVEEN SINGH ARON,M,GEN,50,INC,220976,1,705793,1401423,8,50.36259573,4448359,2830768,1536534,887,58.49,0,Graduate Professional,288019293,0,1,1,0
156,Bareilly,Uttar Pradesh,SANTOSH GANGWAR,M,GEN,59,BJP,211638,2,705793,1401423,8,50.36259573,4448359,2830768,1536534,887,58.49,1,Post Graduate,11433609,0,0,0,0
157,Bareilly,Uttar Pradesh,ISLAM SABIR ANSARI,M,GEN,54,BSP,181996,3,705793,1401423,8,50.36259573,4448359,2830768,1536534,887,58.49,0,12th Pass,51198113,0,0,5,1
158,Bareilly,Uttar Pradesh,BHAGWAT SARAN GANGWAR,M,GEN,54,SP,73549,4,705793,1401423,8,50.36259573,4448359,2830768,1536534,887,58.49,0,12th Pass,7999303,0,0,2,1
159,Bareilly,Uttar Pradesh,NADEEM IQBAL,M,GEN,35,MADP,3415,6,705793,1401423,8,50.36259573,4448359,2830768,1536534,887,58.49,0,12th Pass,90000,0,0,1,0
160,Bareilly,Uttar Pradesh,LAIQ AHMAD,M,GEN,43,AD,2474,7,705793,1401423,8,50.36259573,4448359,2830768,1536534,887,58.49,0,Illiterate,140000,0,0,0,0
161,Basti,Uttar Pradesh,ARVIND KUMAR CHAUDHARY,M,GEN,43,BSP,268666,1,773792,1570657,16,49.26549845,2464464,2082976,364510,963,67.22,1,12th Pass,18643936,0,1,0,0
162,Basti,Uttar Pradesh,RAJ KISHOR SINGH,M,GEN,38,SP,163456,2,773792,1570657,16,49.26549845,2464464,2082976,364510,963,67.22,0,Graduate,8563689,0,0,1,0
163,Basti,Uttar Pradesh,DR. Y. D. SINGH,M,GEN,64,BJP,117259,3,773792,1570657,16,49.26549845,2464464,2082976,364510,963,67.22,0,Post Graduate,28509688,0,0,0,0
164,Basti,Uttar Pradesh,BASANT CHAUDHARY,M,GEN,43,INC,95235,4,773792,1570657,16,49.26549845,2464464,2082976,364510,963,67.22,0,Not Given,6415000,0,0,1,1
165,Basti,Uttar Pradesh,DAYASHANKAR PATWA,M,GEN,57,PECP,67987,5,773792,1570657,16,49.26549845,2464464,2082976,364510,963,67.22,0,Literate,341801251,0,0,0,0
166,Basti,Uttar Pradesh,VINOD KUMAR RAJBHAR,M,GEN,33,SBSP,12775,6,773792,1570657,16,49.26549845,2464464,2082976,364510,963,67.22,0,12th Pass,41504,0,0,0,0
167,Basti,Uttar Pradesh,DALBAG SINGH,M,GEN,50,BSP(K),10718,8,773792,1570657,16,49.26549845,2464464,2082976,364510,963,67.22,0,10th Pass,3155000,0,0,0,0
168,Basti,Uttar Pradesh,RAM NAYAN PATEL,M,GEN,49,AD,3478,10,773792,1570657,16,49.26549845,2464464,2082976,364510,963,67.22,0,12th Pass,1765000,0,0,0,0
169,Basti,Uttar Pradesh,SANJEEV KUMAR NISHAD,M,GEN,27,BUM,3123,12,773792,1570657,16,49.26549845,2464464,2082976,364510,963,67.22,0,8th Pass,3400,0,0,0,0
170,Basti,Uttar Pradesh,OM PRAKASH,M,GEN,40,VAJP,3091,13,773792,1570657,16,49.26549845,2464464,2082976,364510,963,67.22,0,12th Pass,295000,0,0,0,0
171,Basti,Uttar Pradesh,SITARAM NISHAD,M,GEN,63,JPS,2313,15,773792,1570657,16,49.26549845,2464464,2082976,364510,963,67.22,0,Not Given,121000,0,0,0,0
173,Bhadohi,Uttar Pradesh,GORAKHNATH,M,GEN,56,BSP,195808,1,659240,1519449,13,43.38678034,4092845,3508131,556219,868,64.57,0,Post Graduate,10158748,0,1,0,0
174,Bhadohi,Uttar Pradesh,CHHOTELAL BIND,M,GEN,53,SP,182845,2,659240,1519449,13,43.38678034,4092845,3508131,556219,868,64.57,0,Not Given,4294320,0,0,1,1
175,Bhadohi,Uttar Pradesh,SURYMANI TIWARI,M,GEN,60,INC,93351,3,659240,1519449,13,43.38678034,4092845,3508131,556219,868,64.57,0,Graduate,25936355,0,0,0,0
176,Bhadohi,Uttar Pradesh,RAMRATEE BIND,M,GEN,74,AD,83944,4,659240,1519449,13,43.38678034,4092845,3508131,556219,868,64.57,0,Post Graduate,7057567,0,0,2,0
177,Bhadohi,Uttar Pradesh,DR. MAHENDRA NATH PANDEY,M,GEN,52,BJP,57672,5,659240,1519449,13,43.38678034,4092845,3508131,556219,868,64.57,0,Doctorate,7982422,0,0,0,0
178,Bhadohi,Uttar Pradesh,DR. AKHILESH KUMAR DWIVEDI,M,GEN,41,NCP,8804,7,659240,1519449,13,43.38678034,4092845,3508131,556219,868,64.57,0,Doctorate,10000,0,0,0,0
179,Bhadohi,Uttar Pradesh,SHAHID,M,GEN,42,PMSP,5615,8,659240,1519449,13,43.38678034,4092845,3508131,556219,868,64.57,0,Post Graduate,672066,0,0,0,0
180,Bhadohi,Uttar Pradesh,NANDLAL,M,GEN,56,VP,3642,10,659240,1519449,13,43.38678034,4092845,3508131,556219,868,64.57,0,Literate,6965,0,0,0,0
181,Bhadohi,Uttar Pradesh,JAJ LAL,M,GEN,47,RKSP,3362,12,659240,1519449,13,43.38678034,4092845,3508131,556219,868,64.57,0,8th Pass,566024,0,0,0,0
182,Bhadohi,Uttar Pradesh,THAKUR SANTOSH KUMAR,M,GEN,27,RDMP,2160,13,659240,1519449,13,43.38678034,4092845,3508131,556219,868,64.57,0,Not Given,160000,0,0,0,0
183,Bijnor,Uttar Pradesh,SANJAY SINGH CHAUHAN,M,GEN,45,RLD,244587,1,708109,1287070,23,55.01713194,3682713,2032081,1585210,917,68.48,1,Graduate Professional,35352625,0,1,0,0
184,Bijnor,Uttar Pradesh,SHAHID SIDDIQUI,M,GEN,58,BSP,216157,2,708109,1287070,23,55.01713194,3682713,2032081,1585210,917,68.48,0,Post Graduate,27305316,0,0,0,0
185,Bijnor,Uttar Pradesh,SAIDUZZAMAN,M,GEN,67,INC,85158,3,708109,1287070,23,55.01713194,3682713,2032081,1585210,917,68.48,0,Post Graduate,12685348,0,0,1,0
186,Bijnor,Uttar Pradesh,KARTAR SINGH BHADANA,M,GEN,59,NCP,74881,4,708109,1287070,23,55.01713194,3682713,2032081,1585210,917,68.48,0,10th Pass,140362327,0,0,1,1
187,Bijnor,Uttar Pradesh,DR. YASHVIR SINGH,M,GEN,62,SP,51079,5,708109,1287070,23,55.01713194,3682713,2032081,1585210,917,68.48,0,Doctorate,188835577,0,0,0,0
188,Bijnor,Uttar Pradesh,SURESH CHAND,M,GEN,44,RMSP,5037,6,708109,1287070,23,55.01713194,3682713,2032081,1585210,917,68.48,0,8th Pass,715000,0,0,0,0
189,Bijnor,Uttar Pradesh,SAGIR AHMAD,M,GEN,51,NLHP,3328,8,708109,1287070,23,55.01713194,3682713,2032081,1585210,917,68.48,0,Literate,171000,0,0,4,1
191,Bijnor,Uttar Pradesh,SURENDRA SINGH,M,SC,49,IJP,1011,18,708109,1287070,23,55.01713194,3682713,2032081,1585210,917,68.48,0,Post Graduate,95000,0,0,0,0
192,Bijnor,Uttar Pradesh,SALESH KUMAR ALIAS SADHAWI SARLESH GIRI,F,GEN,41,MKUP,954,19,708109,1287070,23,55.01713194,3682713,2032081,1585210,917,68.48,0,8th Pass,9055000,1,0,0,0
193,Bijnor,Uttar Pradesh,ABDUL BASIT,M,GEN,64,KKJHS,807,21,708109,1287070,23,55.01713194,3682713,2032081,1585210,917,68.48,0,Graduate,1092325,0,0,0,0
194,Bijnor,Uttar Pradesh,PARAS RAM,M,GEN,46,VAJP,776,22,708109,1287070,23,55.01713194,3682713,2032081,1585210,917,68.48,0,8th Pass,6805000,0,0,0,0
195,Bulandshahr,Uttar Pradesh,KAMLESH,M,SC,43,SP,236257,1,668483,1482749,16,45.08402973,3499171,2707195,777407,896,68.88,0,5th Pass,844005,0,1,0,0
196,Bulandshahr,Uttar Pradesh,ASHOK KUMAR PRADHAN,M,SC,53,BJP,170192,2,668483,1482749,16,45.08402973,3499171,2707195,777407,896,68.88,1,12th Pass,25263357,0,0,0,0
197,Bulandshahr,Uttar Pradesh,RAJ KUMAR GAUTAM,M,SC,36,BSP,142186,3,668483,1482749,16,45.08402973,3499171,2707195,777407,896,68.88,0,Graduate Professional,1339528,0,0,0,0
198,Bulandshahr,Uttar Pradesh,DEVI DAYAL,M,SC,66,INC,100065,4,668483,1482749,16,45.08402973,3499171,2707195,777407,896,68.88,0,Post Graduate,22337000,0,0,0,0
199,Bulandshahr,Uttar Pradesh,SOHAN PAL,M,SC,45,NLHP,4181,5,668483,1482749,16,45.08402973,3499171,2707195,777407,896,68.88,0,Literate,50000,0,0,0,0
200,Bulandshahr,Uttar Pradesh,SURAJMUKHI GAUTAM,F,SC,38,UNLP,2201,8,668483,1482749,16,45.08402973,3499171,2707195,777407,896,68.88,0,Illiterate,282000,1,0,0,0
201,Bulandshahr,Uttar Pradesh,KARAN SINGH BHOOCHAL,M,SC,56,RMEP,1447,9,668483,1482749,16,45.08402973,3499171,2707195,777407,896,68.88,0,12th Pass,1975000,0,0,0,0
203,Bulandshahr,Uttar Pradesh,RAGHURAJ SINGH,M,SC,45,RTKP,796,11,668483,1482749,16,45.08402973,3499171,2707195,777407,896,68.88,0,8th Pass,701000,0,0,0,0
204,Bulandshahr,Uttar Pradesh,SUSHILA SINGH,F,SC,60,RDMP,744,12,668483,1482749,16,45.08402973,3499171,2707195,777407,896,68.88,0,Graduate Professional,902000,1,0,0,0
205,Bulandshahr,Uttar Pradesh,JAY BHAGWAN,M,SC,35,NBNP,649,13,668483,1482749,16,45.08402973,3499171,2707195,777407,896,68.88,0,10th Pass,55000,0,0,0,0
206,Bulandshahr,Uttar Pradesh,BALRAM,M,SC,43,ABHM,614,14,668483,1482749,16,45.08402973,3499171,2707195,777407,896,68.88,0,12th Pass,1889000,0,0,0,0
207,Bulandshahr,Uttar Pradesh,SUDHA SINGH,F,SC,37,RPI,581,15,668483,1482749,16,45.08402973,3499171,2707195,777407,896,68.88,0,Graduate,2653500,1,0,0,0
208,Bulandshahr,Uttar Pradesh,RAJO,F,SC,31,NELU,506,16,668483,1482749,16,45.08402973,3499171,2707195,777407,896,68.88,0,Others,13476485,1,0,0,0
209,Chandauli,Uttar Pradesh,RAMKISHUN,M,GEN,49,SP,180114,1,671208,1446259,18,46.40994455,1952756,1727869,215081,918,71.48,0,Graduate Professional,4672785,0,1,10,1
210,Chandauli,Uttar Pradesh,KAILASH NATH SINGH YADAV,M,GEN,46,BSP,179655,2,671208,1446259,18,46.40994455,1952756,1727869,215081,918,71.48,1,Graduate,36904540,0,0,2,0
211,Chandauli,Uttar Pradesh,SHAILENDRA KUMAR,M,GEN,40,INC,97377,3,671208,1446259,18,46.40994455,1952756,1727869,215081,918,71.48,0,Post Graduate,8821000,0,0,2,1
212,Chandauli,Uttar Pradesh,TULASI,M,GEN,42,SBSP,79676,4,671208,1446259,18,46.40994455,1952756,1727869,215081,918,71.48,0,10th Pass,45386052,0,0,2,1
213,Chandauli,Uttar Pradesh,JAWAHAR LAL JAISAWAL,M,GEN,51,BJP,76096,5,671208,1446259,18,46.40994455,1952756,1727869,215081,918,71.48,0,8th Pass,338538317,0,0,5,1
214,Chandauli,Uttar Pradesh,JAWAHIR,M,GEN,48,PMSP,21633,6,671208,1446259,18,46.40994455,1952756,1727869,215081,918,71.48,0,Literate,90000,0,0,44,1
216,Chandauli,Uttar Pradesh,SURENDRA PRATAP,M,GEN,36,JBSP,3366,10,671208,1446259,18,46.40994455,1952756,1727869,215081,918,71.48,0,10th Pass,1072615,0,0,0,0
217,Chandauli,Uttar Pradesh,CHANDRASHEKHAR,M,SC,34,RPI,2699,12,671208,1446259,18,46.40994455,1952756,1727869,215081,918,71.48,0,Illiterate,320000,0,0,0,0
218,Chandauli,Uttar Pradesh,LALLAN,M,SC,49,IJP,1934,14,671208,1446259,18,46.40994455,1952756,1727869,215081,918,71.48,0,Post Graduate,1636300,0,0,0,0
219,Chandauli,Uttar Pradesh,RAMSEWAK YADAV,M,GEN,46,RLP,1866,15,671208,1446259,18,46.40994455,1952756,1727869,215081,918,71.48,0,8th Pass,156000,0,0,0,0
222,Chandauli,Uttar Pradesh,RAJESH SINGH,M,GEN,27,KKJHS,1041,18,671208,1446259,18,46.40994455,1952756,1727869,215081,918,71.48,0,Literate,300000,0,0,0,0
223,Deoria,Uttar Pradesh,GORAKH PRASAD JAISWAL,M,GEN,72,BSP,219889,1,717632,1580745,12,45.39834066,3100946,2730957,358539,1017,71.13,0,10th Pass,24217040,0,1,0,0
224,Deoria,Uttar Pradesh,SHRI PRAKASH MANI TRIPATHI,M,GEN,64,BJP,178110,2,717632,1580745,12,45.39834066,3100946,2730957,358539,1017,71.13,0,Post Graduate,12432443,0,0,0,0
225,Deoria,Uttar Pradesh,MOHAN SINGH,M,GEN,58,SP,151389,3,717632,1580745,12,45.39834066,3100946,2730957,358539,1017,71.13,1,Graduate,3803000,0,0,0,0
226,Deoria,Uttar Pradesh,BALESHWAR YADAV,M,GEN,55,INC,91488,4,717632,1580745,12,45.39834066,3100946,2730957,358539,1017,71.13,0,Graduate,7509000,0,0,2,1
227,Deoria,Uttar Pradesh,SAFAYAT ALI,M,GEN,51,PECP,28841,5,717632,1580745,12,45.39834066,3100946,2730957,358539,1017,71.13,0,Post Graduate,3170000,0,0,0,0
228,Deoria,Uttar Pradesh,DHARMENDRA KUMAR,M,SC,33,SBSP,7992,7,717632,1580745,12,45.39834066,3100946,2730957,358539,1017,71.13,0,10th Pass,25000,0,0,1,1
229,Deoria,Uttar Pradesh,MOTI LAL KUSHWAHA SHASTRI,M,GEN,59,RSMD,6846,8,717632,1580745,12,45.39834066,3100946,2730957,358539,1017,71.13,0,Graduate,27611738,0,0,0,0
230,Deoria,Uttar Pradesh,GANGA PRASAD KUSHWAHA,M,GEN,70,PRBD,5293,9,717632,1580745,12,45.39834066,3100946,2730957,358539,1017,71.13,0,10th Pass,1258589,0,0,0,0
233,Dhaurahra,Uttar Pradesh,KUNWAR JITIN PRASAD,M,GEN,36,INC,391391,1,759610,1269584,12,59.83140934,4021243,3078262,807600,894,60.56,0,Post Graduate,32656975,0,1,0,0
234,Dhaurahra,Uttar Pradesh,RAJESH KUMAR SINGH ALIAS RAJESH VERMA,M,GEN,49,BSP,206882,2,759610,1269584,12,59.83140934,4021243,3078262,807600,894,60.56,0,Post Graduate,5393555,0,0,0,0
236,Dhaurahra,Uttar Pradesh,RAGHVENDRA SINGH,M,GEN,58,BJP,25407,4,759610,1269584,12,59.83140934,4021243,3078262,807600,894,60.56,0,Graduate Professional,27648127,0,0,0,0
237,Dhaurahra,Uttar Pradesh,ARJUN LAL,M,SC,45,CPI(ML)(L),4891,6,759610,1269584,12,59.83140934,4021243,3078262,807600,894,60.56,0,Graduate,57500,0,0,0,0
238,Dhaurahra,Uttar Pradesh,RAJESH,M,GEN,44,NCP,3289,8,759610,1269584,12,59.83140934,4021243,3078262,807600,894,60.56,0,8th Pass,861443,0,0,0,0
239,Dhaurahra,Uttar Pradesh,SUSHILA,F,GEN,47,AD,2358,9,759610,1269584,12,59.83140934,4021243,3078262,807600,894,60.56,0,5th Pass,1307711,1,0,0,0
240,Dhaurahra,Uttar Pradesh,SWAMI DAYAL GAUR,M,GEN,53,RTKP,2180,10,759610,1269584,12,59.83140934,4021243,3078262,807600,894,60.56,0,Others,1287616,0,0,0,0
241,Domariyaganj,Uttar Pradesh,JAGDAMBIKA PAL,M,GEN,59,INC,229872,1,738083,1499679,16,49.21606557,2464464,2082976,364510,963,67.22,0,Post Graduate,49720730,0,1,1,0
243,Domariyaganj,Uttar Pradesh,MOHD. MUQUEEM,M,GEN,59,BSP,151787,3,738083,1499679,16,49.21606557,2464464,2082976,364510,963,67.22,1,Literate,17150000,0,0,0,0
244,Domariyaganj,Uttar Pradesh,INAMULLAH CHAUDHARY,M,GEN,66,PECP,79820,4,738083,1499679,16,49.21606557,2464464,2082976,364510,963,67.22,0,Not Given,11695000,0,0,0,0
245,Domariyaganj,Uttar Pradesh,MATA PRASAD PANDEY,M,GEN,72,SP,60186,5,738083,1499679,16,49.21606557,2464464,2082976,364510,963,67.22,0,Post Graduate,6516785,0,0,0,0
246,Domariyaganj,Uttar Pradesh,MUKHDEV,M,GEN,41,SBSP,9851,7,738083,1499679,16,49.21606557,2464464,2082976,364510,963,67.22,0,Not Given,375000,0,0,0,0
247,Domariyaganj,Uttar Pradesh,PINGAL PRASAD,M,SC,41,RPI,6136,8,738083,1499679,16,49.21606557,2464464,2082976,364510,963,67.22,0,12th Pass,10000,0,0,0,0
248,Domariyaganj,Uttar Pradesh,RAM SAMUJH,M,GEN,41,BJBCD,4307,11,738083,1499679,16,49.21606557,2464464,2082976,364510,963,67.22,0,Not Given,170000,0,0,0,0
249,Domariyaganj,Uttar Pradesh,RAHUL SANGH PRIYA BHARTI,M,SC,36,IJP,4050,12,738083,1499679,16,49.21606557,2464464,2082976,364510,963,67.22,0,Not Given,900000,0,0,0,0
250,Domariyaganj,Uttar Pradesh,RAJDEV,M,GEN,35,BEP,3512,13,738083,1499679,16,49.21606557,2464464,2082976,364510,963,67.22,0,5th Pass,100000,0,0,0,0
251,Domariyaganj,Uttar Pradesh,HARISHANKAR,M,GEN,45,LJP,3508,14,738083,1499679,16,49.21606557,2464464,2082976,364510,963,67.22,0,Graduate,3285000,0,0,0,0
252,Domariyaganj,Uttar Pradesh,BALKRISHNA,M,GEN,39,BSP(K),3132,15,738083,1499679,16,49.21606557,2464464,2082976,364510,963,67.22,0,12th Pass,62605,0,0,0,0
253,Domariyaganj,Uttar Pradesh,JITENDRA PRATAP SINGH,M,GEN,46,RDMP,3024,16,738083,1499679,16,49.21606557,2464464,2082976,364510,963,67.22,0,Graduate Professional,380000,0,0,0,0
254,Etah,Uttar Pradesh,KUNWAR DEVENDRA SINGH YADAV,M,GEN,60,BSP,147449,2,568344,1278295,19,44.46109857,1774480,1611126,146346,873,70.81,0,Doctorate,208759178,0,0,2,0
255,Etah,Uttar Pradesh,DR.SHYAM SINGH SHAKYA,M,GEN,49,BJP,88562,3,568344,1278295,19,44.46109857,1774480,1611126,146346,873,70.81,0,Post Graduate,15593814,0,0,0,0
256,Etah,Uttar Pradesh,DR. MAHADEEPAK SINGH SHAKYA,M,GEN,84,INC,25048,4,568344,1278295,19,44.46109857,1774480,1611126,146346,873,70.81,0,Post Graduate,9213000,0,0,0,0
257,Etah,Uttar Pradesh,MUNAWAR HUSSAIN,M,GEN,55,NLHP,7227,5,568344,1278295,19,44.46109857,1774480,1611126,146346,873,70.81,0,Not Given,8872190,0,0,1,1
258,Etah,Uttar Pradesh,RAJVEER SINGH,M,GEN,46,VAJP,2454,8,568344,1278295,19,44.46109857,1774480,1611126,146346,873,70.81,0,Literate,4254874,0,0,0,0
259,Etah,Uttar Pradesh,SANDEEP,M,SC,48,RPI(A),2335,9,568344,1278295,19,44.46109857,1774480,1611126,146346,873,70.81,0,Graduate,12052000,0,0,0,0
260,Etah,Uttar Pradesh,INDRAPAL,M,GEN,46,RSUPRP,1532,12,568344,1278295,19,44.46109857,1774480,1611126,146346,873,70.81,0,Not Given,337500,0,0,0,0
261,Etah,Uttar Pradesh,SHABBIR,M,GEN,50,NELU,1095,14,568344,1278295,19,44.46109857,1774480,1611126,146346,873,70.81,0,8th Pass,2245000,0,0,0,0
262,Etah,Uttar Pradesh,RISHIPAL,M,GEN,46,BRPP,1051,16,568344,1278295,19,44.46109857,1774480,1611126,146346,873,70.81,0,Not Given,1365596,0,0,0,0
263,Etawah,Uttar Pradesh,PREMDAS,M,SC,49,SP,278776,1,638131,1416867,13,45.03817225,1581810,1457892,113961,870,78.41,1,Graduate,4228828,0,1,1,1
264,Etawah,Uttar Pradesh,GAURISHANKER,M,SC,63,BSP,232030,2,638131,1416867,13,45.03817225,1581810,1457892,113961,870,78.41,0,Post Graduate,12280096,0,0,0,0
265,Etawah,Uttar Pradesh,KAMLESH VERMA,F,SC,40,BJP,105652,3,638131,1416867,13,45.03817225,1581810,1457892,113961,870,78.41,0,Graduate,23646611,1,0,0,0
267,Etawah,Uttar Pradesh,SIYARAM,M,SC,55,RBCP,954,9,638131,1416867,13,45.03817225,1581810,1457892,113961,870,78.41,0,10th Pass,1431000,0,0,0,0
269,Faizabad,Uttar Pradesh,NIRMAL KHATRI,M,GEN,58,INC,211543,1,749172,1500160,23,49.93947312,2470996,2094271,365806,962,68.73,0,Doctorate,6670000,0,1,0,0
270,Faizabad,Uttar Pradesh,MITRASEN,M,GEN,76,SP,157315,2,749172,1500160,23,49.93947312,2470996,2094271,365806,962,68.73,0,12th Pass,7788600,0,0,19,1
271,Faizabad,Uttar Pradesh,LALLU SINGH,M,GEN,54,BJP,151558,3,749172,1500160,23,49.93947312,2470996,2094271,365806,962,68.73,0,Post Graduate,7849185,0,0,1,1
272,Faizabad,Uttar Pradesh,"BIMLENDRA MOHAN PRATAP MISRA ""PAPPU BHAIYA""",M,GEN,48,BSP,135709,4,749172,1500160,23,49.93947312,2470996,2094271,365806,962,68.73,1,Graduate Professional,108161987,0,0,0,0
273,Faizabad,Uttar Pradesh,NUSRAT QUDDUSI ALIAS BABLOO,M,GEN,41,PECP,24893,5,749172,1500160,23,49.93947312,2470996,2094271,365806,962,68.73,0,Not Given,2459500,0,0,0,0
274,Faizabad,Uttar Pradesh,GULAM SABIR,M,GEN,42,NBNP,7522,7,749172,1500160,23,49.93947312,2470996,2094271,365806,962,68.73,0,5th Pass,1864000,0,0,0,0
275,Faizabad,Uttar Pradesh,SUSHIL KUMAR,M,GEN,45,BLKD,5197,9,749172,1500160,23,49.93947312,2470996,2094271,365806,962,68.73,0,12th Pass,360000,0,0,0,0
276,Faizabad,Uttar Pradesh,RAMESH KUMAR RAWAT,M,SC,42,MADP,4149,10,749172,1500160,23,49.93947312,2470996,2094271,365806,962,68.73,0,8th Pass,322000,0,0,0,0
277,Faizabad,Uttar Pradesh,GIRISH CHANDRA VERMA,M,GEN,32,AD,3837,11,749172,1500160,23,49.93947312,2470996,2094271,365806,962,68.73,0,Graduate,3031000,0,0,0,0
279,Faizabad,Uttar Pradesh,AJAY KUMAR,M,GEN,25,KKJHS,3049,15,749172,1500160,23,49.93947312,2470996,2094271,365806,962,68.73,0,12th Pass,540000,0,0,0,0
280,Faizabad,Uttar Pradesh,MANISH KUMAR PANDEY,M,GEN,35,ABHM,2995,16,749172,1500160,23,49.93947312,2470996,2094271,365806,962,68.73,0,Post Graduate,32500,0,0,0,0
281,Faizabad,Uttar Pradesh,CHANDRASHEKHAR SINGH,M,GEN,36,BPD,2077,19,749172,1500160,23,49.93947312,2470996,2094271,365806,962,68.73,0,Post Graduate,801685,0,0,0,0
282,Faizabad,Uttar Pradesh,ATUL KUMAR PANDEY,M,GEN,39,THPI,1553,20,749172,1500160,23,49.93947312,2470996,2094271,365806,962,68.73,0,Post Graduate,5083500,0,0,0,0
283,Faizabad,Uttar Pradesh,AMAR NATH JAISWAL,M,GEN,44,RTKP,1295,21,749172,1500160,23,49.93947312,2470996,2094271,365806,962,68.73,0,Graduate,3286769,0,0,0,0
284,Farrukhabad,Uttar Pradesh,SALMAN KHURSHEED,M,GEN,56,INC,169351,1,612451,1306214,16,46.88749317,1885204,1596278,276846,874,69.04,0,Post Graduate,26140421,0,1,0,0
286,Farrukhabad,Uttar Pradesh,CHANDRA BHUSHAN SINGH URF MUNNU BABU,M,GEN,65,SP,127347,3,612451,1306214,16,46.88749317,1885204,1596278,276846,874,69.04,1,Post Graduate,18576589,0,0,0,0
